time_created,old_sentiment,derived_sentiment,sentiment,open,close,volume,predicted_closing
2021-10-27,0.6304347826086957,0.6956521739130435,0.6630434782608695,13.368,13.309,1129200.0,13.326941002386048
2021-10-28,0.675,0.85,0.7625,13.318000000000001,13.712,1302900.0,13.302878598348308
2021-10-29,0.7333333333333333,0.3333333333333333,0.5333333333333333,13.682,13.328,1357700.0,13.606006285085112
2021-11-01,0.7142857142857143,0.7142857142857143,0.7142857142857143,13.407,13.721,1180400.0,13.37901643213256
2021-11-02,0.7857142857142857,0.2857142857142857,0.5357142857142857,13.662,13.289,1032800.0,13.58671089957715
2021-11-03,0.9,0.6,0.75,13.299000000000001,13.210000000000003,1123900.0,13.280731202577625
2021-11-04,0.6363636363636364,0.7272727272727273,0.6818181818181818,13.240000000000002,13.318,829900.0,13.20436494655319
2021-11-05,0.5833333333333334,0.8333333333333334,0.7083333333333334,13.495,13.525,975900.0,13.465085786613146
2021-11-06,0.75,0.5,0.625,13.495,13.525,975900.0,13.443539450510858
2021-11-08,0.75,0.6666666666666666,0.7083333333333334,13.594,13.583999999999998,878800.0,13.563645212412025
2021-11-09,0.625,0.75,0.6875,13.594,13.623,768800.0,13.558258628386453
2021-11-10,0.8333333333333334,0.3333333333333333,0.5833333333333334,13.583999999999998,13.623,1098500.0,13.52137021070315
2021-11-11,0.7222222222222222,0.6111111111111112,0.6666666666666666,13.692,13.741,684100.0,13.650435920404213
2021-11-12,0.6,0.9,0.75,13.761,13.761,898500.0,13.740675189639052
2021-11-13,0.5,0.0,0.25,13.761,13.761,898500.0,13.611397173025328
2021-11-14,0.5,1.0,0.75,13.761,13.761,898500.0,13.740675189639052
2021-11-15,1.0,0.5,0.75,13.839,13.8,695600.0,13.818328070571502
2021-11-16,0.8,0.2,0.5,13.771,13.466,801200.0,13.685991678887634
2021-11-17,0.8125,0.5,0.65625,13.456,13.771,1218400.0,13.412792886082991
2021-11-18,0.625,0.75,0.6875,13.78,13.584,1125700.0,13.743430882917677
2021-11-19,1.0,1.0,1.0,13.515,13.643,709000.0,13.560408958082038
2021-11-20,1.0,0.0,0.5,13.515,13.643,709000.0,13.431130941468313
2021-11-21,0.5,1.0,0.75,13.515,13.643,709000.0,13.495769949775175
2021-11-22,1.0,0.5,0.75,13.702,13.594,601900.0,13.681937754061943
2021-11-23,1.0,0.5,0.75,13.623,13.633,525400.0,13.60328932337395
2021-11-24,1.0,1.0,1.0,13.564,13.653,419500.0,13.609190896103705
2021-11-25,0.6666666666666666,1.0,0.8333333333333334,13.564,13.653,419500.0,13.56609822389913
2021-11-26,0.875,0.5,0.6875,13.476,13.22,731400.0,13.440783757232236
2021-11-29,1.0,0.0,0.5,13.417,13.201,842700.0,13.333567065424978
2021-11-30,1.0,0.0,0.5,13.063,12.601,2476500.0,12.981142451962326
2021-12-01,0.8333333333333334,0.6666666666666666,0.75,12.886000000000001,12.316,1644600.0,12.869569153537862
2021-12-02,0.75,0.625,0.6875,12.424,12.807,1970300.0,12.393465414399714
2021-12-03,0.5,0.5,0.5,12.837,12.67,1089000.0,12.75614820720933
2021-12-04,0.5,1.0,0.75,12.837,12.67,1089000.0,12.820787215516193
2021-12-05,1.0,0.5,0.75,12.837,12.67,1089000.0,12.820787215516193
2021-12-06,0.7857142857142857,0.5714285714285714,0.6785714285714286,12.847,13.063,1075800.0,12.81227442498396
2021-12-07,0.6111111111111112,0.8888888888888888,0.75,13.142,13.328,841600.0,13.12442989095718
2021-12-08,0.6428571428571429,0.7142857142857143,0.6785714285714286,13.466,13.712,1318200.0,13.428519723665833
2021-12-09,0.8571428571428571,0.5714285714285714,0.7142857142857143,13.702,13.613,858900.0,13.672703610018106
2021-12-10,0.6,0.2,0.4,13.643,13.407,817200.0,13.532705706855229
2021-12-13,0.625,1.0,0.8125,13.24,13.24,1210300.0,13.23815351907723
2021-12-14,0.6666666666666666,0.6666666666666666,0.6666666666666666,13.151000000000002,12.955,1030200.0,13.111843502654793
2021-12-15,1.0,0.0,0.5,12.935,13.23,1401200.0,12.853712083252665
2021-12-16,0.5277777777777778,0.8888888888888888,0.7083333333333334,13.36,13.05,1183500.0,13.330686569614677
2021-12-17,0.625,0.625,0.625,13.06,12.83,4108200.0,13.010475306849123
2021-12-18,0.5,1.0,0.75,13.06,12.83,4108200.0,13.042794811002555
2021-12-19,0.5,1.0,0.75,13.06,12.83,4108200.0,13.042794811002555
2021-12-20,0.6666666666666666,0.8095238095238095,0.7380952380952381,12.63,12.26,2188500.0,12.611630368103928
2021-12-21,0.8,0.5,0.65,12.32,13.029999999999998,1280100.0,12.280232388577087
2021-12-22,0.6666666666666666,0.8333333333333334,0.75,13.04,13.06,843500.0,13.022883815891669
2021-12-23,0.625,0.5,0.5625,13.1,13.24,530500.0,13.034137544994175
2021-12-25,0.5,0.0,0.25,13.1,13.24,530500.0,12.953338784610597
2021-12-27,0.7,0.6,0.65,13.26,13.25,968000.0,13.216049158788653
2021-12-28,0.5,0.9473684210526315,0.7236842105263158,13.21,13.27,668800.0,13.185323168196623
2021-12-29,0.7777777777777778,0.7777777777777778,0.7777777777777778,13.23,13.31,547800.0,13.219220381479168
2021-12-30,1.0,0.6666666666666666,0.8333333333333334,13.270000000000001,13.229999999999999,443400.0,13.27340659576913
2021-12-31,1.0,1.0,1.0,13.15,13.19,452000.0,13.197033297308398
2022-01-01,1.0,1.0,1.0,13.15,13.19,452000.0,13.197033297308398
2022-01-02,0.5,1.0,0.75,13.15,13.19,452000.0,13.132394289001535
2022-01-03,0.8333333333333334,1.0,0.9166666666666666,13.270000000000001,13.39,883100.0,13.294952931871416
2022-01-04,0.75,0.5,0.625,13.45,13.28,867600.0,13.398739711511368
2022-01-05,0.8333333333333334,0.3333333333333333,0.5833333333333334,13.26,13.07,789800.0,13.198812089906824
2022-01-06,1.0,1.0,1.0,13.15,13.1,1415900.0,13.197033297308398
2022-01-07,0.75,0.5,0.625,13.12,13.04,1218800.0,13.070208292181777
2022-01-10,0.8333333333333334,0.3333333333333333,0.5833333333333334,13.07,12.979999999999999,1094400.0,13.009657636353422
2022-01-11,0.5,0.5,0.5,13.01,13.01,930800.0,12.928378314918481
2022-01-12,0.75,0.6666666666666666,0.7083333333333334,13.089999999999998,13.01,1301200.0,13.061888135617735
2022-01-13,0.6666666666666666,0.6666666666666666,0.6666666666666666,13.11,12.9,1198700.0,13.071025962677476
2022-01-14,0.6363636363636364,0.36363636363636365,0.5,12.85,12.75,1236500.0,12.769090354031405
2022-01-15,0.6666666666666666,0.6666666666666666,0.6666666666666666,12.85,12.75,1236500.0,12.81218302623598
2022-01-16,0.5,1.0,0.75,12.85,12.75,1236500.0,12.833729362338268
2022-01-17,0.5,1.0,0.75,12.85,12.75,1236500.0,12.833729362338268
2022-01-18,0.7857142857142857,0.5714285714285714,0.6785714285714286,12.64,12.39,1093300.0,12.606195625586308
2022-01-19,0.6666666666666666,0.6666666666666666,0.6666666666666666,12.4,12.1,1228100.0,12.364185636241082
2022-01-20,0.5,0.5,0.5,12.1,11.87,1119500.0,12.02242803737324
2022-01-21,0.4583333333333333,0.8333333333333334,0.6458333333333334,11.75,11.72,1453100.0,11.711691711111767
2022-01-22,0.5,1.0,0.75,11.75,11.72,1453100.0,11.738624631239626
2022-01-23,0.7,1.0,0.85,11.75,11.72,1453100.0,11.76448023456237
2022-01-24,0.7692307692307693,0.6153846153846154,0.6923076923076923,11.43,11.84,2516000.0,11.405132015240813
2022-01-25,0.7,0.4,0.55,11.75,11.84,1473000.0,11.686913424594136
2022-01-26,0.5217391304347826,0.8260869565217391,0.6739130434782609,11.98,11.94,1712700.0,11.947928333356186
2022-01-27,0.625,0.8333333333333334,0.7291666666666666,12.07,11.79,856800.0,12.051813968988204
2022-01-28,0.5,1.0,0.75,11.75,11.91,1032000.0,11.738624631239626
2022-01-30,0.5,1.0,0.75,11.75,11.91,1032000.0,11.738624631239626
2022-01-31,1.0,0.75,0.875,11.86,12.33,1129900.0,11.880454608502921
2022-02-01,0.5,0.0,0.25,12.4,12.23,1151600.0,12.256453955729645
2022-02-02,0.5,0.5,0.5,12.24,12.05,991200.0,12.161805003149432
2022-02-03,0.75,0.16666666666666666,0.4583333333333333,11.979999999999999,11.88,811300.0,11.892188898656789
2022-02-04,0.6666666666666666,0.6666666666666666,0.6666666666666666,11.839999999999998,11.81,875900.0,11.806677773136316
2022-02-06,0.5,1.0,0.75,11.84,11.81,875900.0,11.828224109238606
2022-02-07,0.5833333333333334,0.6666666666666666,0.625,11.839999999999998,11.76,731000.0,11.795904605085173
2022-02-08,0.8333333333333334,1.0,0.9166666666666666,11.85,12.06,1388300.0,11.881272278998622
2022-02-09,0.5714285714285714,0.8285714285714286,0.7,12.15,12.2,915100.0,12.12391673179594
2022-02-10,0.6527777777777778,0.5277777777777778,0.5902777777777778,11.73,11.18,3007100.0,11.677416491932691
2022-02-11,0.5,0.38461538461538464,0.4423076923076923,11.150000000000002,10.97,2220300.0,11.061739075381572
2022-02-12,0.5,0.5,0.5,11.15,10.97,2220300.0,11.076655769606232
2022-02-13,0.5,1.0,0.75,11.15,10.97,2220300.0,11.141294777913094
2022-02-14,0.625,0.375,0.5,10.97,10.66,2487300.0,10.897456813608272
2022-02-15,0.625,0.5,0.5625,10.78,10.9,1168100.0,10.724462112131585
2022-02-16,0.6,0.4,0.5,10.89,10.76,1037300.0,10.817812833164735
2022-02-17,0.5625,0.375,0.46875,10.72,10.4,1483100.0,10.64048949868386
2022-02-18,0.5714285714285714,0.14285714285714285,0.35714285714285715,10.320000000000002,10.35,1909100.0,10.21341289632918
2022-02-19,0.3333333333333333,1.0,0.6666666666666666,10.32,10.35,1909100.0,10.293442144709102
2022-02-21,0.0,1.0,0.5,10.32,10.35,1909100.0,10.250349472504528
2022-02-22,0.6666666666666666,0.3333333333333333,0.5,10.26,10.25,1850400.0,10.190616487171875
2022-02-23,0.625,0.25,0.4375,10.32,10.1,1710700.0,10.234189720427812
2022-02-24,0.75,0.75,0.75,9.85,10.27,1640500.0,9.847080095705607
2022-02-25,0.8333333333333334,0.6666666666666666,0.75,10.34,10.44,1008500.0,10.334899475922276
2022-02-26,0.6666666666666666,1.0,0.8333333333333334,10.34,10.44,1008500.0,10.356445812024564
2022-02-27,0.0,1.0,0.5,10.34,10.44,1008500.0,10.270260467615413
2022-02-28,0.625,0.75,0.6875,10.3,10.39,1637700.0,10.278917733623791
2022-03-01,0.5,0.0,0.25,10.37,10.25,1241600.0,10.235487951974877
2022-03-02,0.5,0.0,0.25,10.23,10.52,1042000.0,10.096110986198687
2022-03-03,1.0,1.0,1.0,10.56,10.43,1112200.0,10.618559430448867
2022-03-04,0.5625,0.875,0.71875,10.3,10.28,1125000.0,10.286997609662148
2022-03-07,0.5277777777777778,0.8888888888888888,0.7083333333333334,10.22,10.22,1167100.0,10.204660337205826
2022-03-08,0.875,0.75,0.8125,10.25,10.64,1192200.0,10.26145975000001
2022-03-09,0.75,0.6666666666666666,0.7083333333333334,10.87,10.83,1177800.0,10.851767678309567
2022-03-10,0.7142857142857143,0.5714285714285714,0.6428571428571429,10.65,10.83,767700.0,10.615817468009471
2022-03-11,0.75,0.5,0.625,10.87,10.77,845200.0,10.83022134220728
2022-03-13,0.5,1.0,0.75,10.87,10.77,845200.0,10.86254084636071
2022-03-14,0.5555555555555556,0.7777777777777778,0.6666666666666666,10.84,10.7,789300.0,10.811128017592097
2022-03-15,0.5,1.0,0.75,10.81,10.93,862900.0,10.80280786102806
2022-03-16,0.625,0.25,0.4375,10.97,10.89,1319400.0,10.881297061531557
2022-03-17,0.5,1.0,0.75,10.8,10.85,895500.0,10.792852363472617
2022-03-19,0.75,1.0,0.875,10.88,10.96,2386600.0,10.904815848069585
2022-03-20,1.0,0.0,0.5,10.88,10.96,2386600.0,10.807857335609292
2022-03-21,0.6666666666666666,0.0,0.3333333333333333,10.94,10.69,1099600.0,10.82449764873737
2022-03-22,0.6666666666666666,0.3333333333333333,0.5,10.79,10.85,1050900.0,10.718257857610311
2022-03-23,0.5833333333333334,0.16666666666666666,0.375,10.56,10.45,1015800.0,10.456961909681711
2022-03-24,0.5,0.6666666666666666,0.5833333333333334,10.45,10.53,724300.0,10.401317276827564
2022-03-25,0.5,0.25,0.375,10.58,10.61,664900.0,10.476872904792595
2022-03-27,0.5,1.0,0.75,10.58,10.61,664900.0,10.573831417252888
2022-03-28,0.75,0.5,0.625,10.6,10.57,868500.0,10.561422908210341
2022-03-29,0.75,0.5,0.625,10.72,10.74,1166400.0,10.680888878875649
2022-03-30,0.5,1.0,0.75,10.770000000000001,10.63,1155700.0,10.762985870806292
2022-03-31,0.75,0.25,0.5,10.64,10.53,1373200.0,10.56892539427868
2022-04-01,1.0,1.0,1.0,10.55,10.54,1110300.0,10.608603932893425
2022-04-02,0.5,1.0,0.75,10.55,10.54,1110300.0,10.543964924586563
2022-04-04,0.5,0.95,0.725,10.57,10.47,1205000.0,10.55741201886676
2022-04-05,0.5,0.625,0.5625,10.52,10.16,1387300.0,10.465619175690088
2022-04-06,0.75,0.5,0.625,10.11,9.87,1518800.0,10.073603527993672
2022-04-07,0.5833333333333334,0.5833333333333334,0.5833333333333334,9.86,9.64,2174100.0,9.813942921056475
2022-04-08,0.9,0.6,0.75,9.64,9.67,1233800.0,9.638014647041322
2022-04-10,0.5,1.0,0.75,9.64,9.67,1233800.0,9.638014647041322
2022-04-11,0.5,0.9090909090909091,0.7045454545454546,9.7,9.59,1468900.0,9.68599508540909
2022-04-12,0.75,0.5,0.625,9.57,9.56,1521600.0,9.536006659999794
2022-04-13,0.5,0.875,0.6875,9.64,9.71,672300.0,9.621854894964606
2022-04-14,1.0,1.0,1.0,9.72,9.7,611200.0,9.782297635791721
2022-04-15,1.0,1.0,1.0,9.72,9.7,611200.0,9.782297635791721
2022-04-16,0.75,0.5,0.625,9.72,9.7,611200.0,9.685339123331428
2022-04-17,0.5,1.0,0.75,9.72,9.7,611200.0,9.717658627484859
2022-04-18,0.6666666666666666,0.3333333333333333,0.5,9.62,9.6,1034200.0,9.553464643623574
2022-04-19,0.5892857142857143,0.6071428571428571,0.5982142857142857,9.6,9.09,4361000.0,9.558947544633243
2022-04-20,0.8333333333333334,0.6666666666666666,0.75,9.14,9.25,3181300.0,9.140239769269211
2022-04-21,1.0,0.6666666666666666,0.8333333333333334,9.36,9.31,2646900.0,9.380807051591226
2022-04-22,0.6111111111111112,0.2222222222222222,0.4166666666666667,9.29,9.08,2390100.0,9.203386888191693
2022-04-23,0.6666666666666666,0.6666666666666666,0.6666666666666666,9.29,9.08,2390100.0,9.268025896498555
2022-04-24,0.6666666666666666,1.0,0.8333333333333334,9.29,9.08,2390100.0,9.311118568703131
